filename,textdate_from,textdate_to,author,recipient,large_region,year,letter_type,script_type,letter_type2,script_type2,id,bi,ms,fn,wgr,agr,lcinf,class,lclet,wc,st,date,X
1126_21_m1650,16851101,16851130,"GeorgeGordon,15thEarlofSutherland","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver,hisson",North,1685,autograph,non-secretary,informationunavailable,informationunavailable,1600,informationunavailable,NLSDep313488,15Sutherland6851100,male,male,Sutherland,unspecified,unspecified,533,acopyintheCSCarchive,1685November,NA
230_91_f1650,16651002,16651002,"AnnaLindsay,CountessofRothes","AnneMontgomery,CountessofFindlater",Central,1665,autograph,non-secretary,informationunavailable,informationunavailable,735,informationunavailable,NRSGD248556314,LindsayRAnna6651002,female,female,Lanarkshire,unspecified,unspecified,533,transcribedinsitu,1665October2,NA
1141_36_m1650,16911021,16911021,"GeorgeMackenzieofTarbat,1stEarlofCromarty",unspecified,North,1691,autograph,non-secretary,informationunavailable,informationunavailable,1561,informationunavailable,NRSGD96673151,1Cromarty6911021,male,unspecified,Ross,unspecified,Royston,532,acopyintheCSCarchive,1691October21,NA
312_21_f1700,17011027,17011027,"FrancisHerbert,CountessDowagerofSeaforth",unspecified,North,1701,autograph,non-secretary,informationunavailable,informationunavailable,1235,informationunavailable,informationunavailable,HerbertSFrancis7011027,female,unspecified,Ross,unspecified,Brane,532,acopyintheCSCarchive,1701October27,NA
698_62_m1600,16070821,16070821,"AlexanderSeton,1stEarlofDunfermline",KingJamesVI,South-East,1607,autograph,secretary,informationunavailable,informationunavailable,1534,informationunavailable,"NLSAdvMS33.1.1,vol.2",1Dunfermline6070821,male,royal,Fife,unspecified,Dunfermline,531,acopyintheCSCarchive,1607August21,NA
1226_121_m1650,16781126,16781126,JamesBrodieofBrodie,LordGrant,North,1678,autograph,non-secretary,informationunavailable,informationunavailable,1618,informationunavailable,NRSGD24846624,BrodieBJames6781126,male,male,Moray,unspecified,Edinburgh,528,acopyintheCSCarchive,1678November26,NA
1153_48_m1650,16860115,16860115,"PatrickHume,1stEarlofMarchmont","GrizelKer,CountessofMarchmont,hiswife",South-East,1686,autograph,non-secretary,informationunavailable,informationunavailable,1694,informationunavailable,NRSGD158101810,1Marchmont6860115,male,female,Borders,unspecified,Bordeaux,526,acopyintheCSCarchive,1686January15,NA
723_87_m1600,16000318,16000318,"GeorgeHayofKinfauns,1stEarlofKinnoull","WilliamDouglas,7thEarlofMorton",Central,1600,autograph,secretary,informationunavailable,informationunavailable,598,informationunavailable,NLSMS8226(35),1Kinnoull6000318,male,male,Perthshire,unspecified,Edinburgh,526,acopyintheCSCarchives,1600March18,NA
102_84_f1600,16121119,16121119,"MargaretMontgomery,CountessDowagerofWinton","AlexanderMontgomery(Seton),6thEarlofEglinton",South-East,1612,autograph,signature,non-autograph,secretary,190,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,25",NRSGD3534,MontgomeryWMargaret6121119,female,male,Lothian,unspecified,Edinburgh,523,transcribedinsitu,1612November19,NA
689_53_m1600,16000101,16001231,"AlexanderSeton,1stEarlofDunfermline",KingJamesVI,South-East,1600,autograph,secretary,informationunavailable,informationunavailable,1532,informationunavailable,"NLSAdvMS33.1.1,vol.1",1Dunfermline6000000,male,royal,Fife,unspecified,unspecified,521,acopyintheCSCarchive,1600,NA
168_29_f1650,16931113,16931113,MarieDouglas,"PatrickHome,later1stearlofMarchmont",South-East,1693,autograph,non-secretary,informationunavailable,informationunavailable,1128,informationunavailable,NRSGD158101514,DouglasMarie6931113,female,male,Borders,unspecified,Huttonhall,514,acopyintheCSCarchive,1693November13,NA
145_6_f1650,16571124,16571124,ClaraBramford,theEarlofLeven,Unlocalised,1657,autograph,italic,informationunavailable,informationunavailable,1101,informationunavailable,NRSGD2613339,BramfordClara6571124,female,male,unlocalised,unspecified,Edinburgh,512,acopyintheCSCarchive,1657November24,NA
659_23_m1600,16081003,16081003,"JohnErskine,19th2ndEarlofMar","WilliamDouglas,7thEarlofMorton",South-East,1608,autograph,non-secretary,informationunavailable,informationunavailable,754,informationunavailable,NLSMS8040,19Mar6081003,male,male,Stirlingshire,unspecified,Stirling,510,acopyintheCSCarchive,1608October3,NA
429_85_m1540,15480425,15480425,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1548,autograph,secretary,informationunavailable,informationunavailable,6,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,162",NRSSP22,GordonCAlexander5480425,male,royal,Aberdeenshire,unspecified,Edinburgh,509,acopyintheCSCarchive,1548April25,NA
244_105_f1650,16880409,16880409,"MargaretMackenzie(Sutherland),LadyDuffus","JamesSutherland,LordDuffus,herhusband",North,1688,autograph,non-secretary,informationunavailable,informationunavailable,1154,informationunavailable,"NLSDep17570,Bundle3",MackenzieSMargaret6880409,female,male,Sutherland,unspecified,Chanoin,508,acopyintheCSCarchive,1688April9,NA
85_67_f1600,16470920,16470920,"ElizabethKerofCessford,LadyBellenden","MargaretScott,CountessofEglinton",South-East,1647,autograph,italic,informationunavailable,informationunavailable,594,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,121",NRSGD35411,KerCElizabeth6470920,female,female,Borders,unspecified,unspecified,505,transcribedinsitu,1647September20,NA
184_45_f1650,16811101,16811130,JeanGordon,unspecified,North,1681,autograph,non-secretary,informationunavailable,informationunavailable,1135,informationunavailable,"NLSDep17569,Bundle3",GordonJean6811100,female,unspecified,Sutherland,unspecified,unspecified,503,acopyintheCSCarchive,1681November,NA
1432_66_m1700,17000207,17000207,"KennethMackenzie,4thEarlofSeaforth",unspecified,North,1700,autograph,non-secretary,informationunavailable,informationunavailable,1769,informationunavailable,NRSGD12415,4Seaforth7000207,male,unspecified,Ross,unspecified,Edinburgh,498,acopyintheCSCarchive,1700February7,NA
232_93_f1650,16670630,16670630,"AnnaLindsay,CountessofRothes","AnneMontgomery,CountessofFindlater",Central,1667,autograph,non-secretary,informationunavailable,informationunavailable,737,informationunavailable,NRSGD248556337,LindsayRAnna6670630,female,female,Lanarkshire,unspecified,Leslie,495,acopyintheCSCarchive,1667June30,NA
1235_130_m1650,16651229,16651229,"AlexanderBurnet,ArchbishopofGlasgow","HughMontgomery,7thEarlofEglinton",Unspecified,1665,autograph,non-secretary,informationunavailable,informationunavailable,1627,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,224",NRSGD35659,BurnetAlexander6651229,male,male,Unspecified,Professional,Glasgow,492,acopyintheCSCarchive,1665December29,NA
1215_110_m1650,16780914,16780914,"AlexanderMontgomery,8thEarlofEglinton",unspecified,South-West,1678,autograph,non-secretary,informationunavailable,informationunavailable,1589,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,232",NRSGD35750,8Eglinton6780914,male,unspecified,Ayrshire,unspecified,Duncaster,487,acopyintheCSCarchive,1678September14,NA
1125_20_m1650,16791022,16791022,"JohnGordon,14thEarlofSutherland",GordonofGordonstounyounger,North,1679,autograph,non-secretary,informationunavailable,informationunavailable,1597,informationunavailable,"NLSDep17569,Bundle3",14Sutherland6791022,male,male,Sutherland,unspecified,Edinburgh,480,acopyintheCSCarchive,1679October22,NA
422_78_m1540,15440701,15440701,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1544,autograph,secretary,informationunavailable,informationunavailable,1,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,74",NRSSP21,GordonCAlexander5440701,male,royal,Aberdeenshire,unspecified,Edinburgh,478,acopyintheCSCarchive,1544July1,NA
366_22_m1540,15500302,15500302,"PatrickRuthven,3rdLordRuthven","MaryofLorraine,QueenDowager",North-East,1550,autograph,secretary,informationunavailable,informationunavailable,131,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,235",NRSSP23,3LRuthven5500302,male,royal,Angus,unspecified,Paris,477,acopyintheCSCarchive,1550March2,NA
474_130_m1540,15470604,15470604,AdamOtterburnofAuldhameandReidhall,"MaryofLorraine,QueenDowager",South-East,1547,autograph,secretary,informationunavailable,informationunavailable,40,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,134",NRSSP22,OtterburnARAdam5470604I,male,royal,Lothian,unspecified,London,474,acopyintheCSCarchive,1547June4,NA
715_79_m1600,16000816,16000816,"ThomasHamilton,1stEarlofHaddington,LordBinning",KingJamesVI,South-East,1600,autograph,secretary,informationunavailable,informationunavailable,1341,informationunavailable,"NLSAdvMS33.1.1,vol.8",1Haddington6000816,male,royal,Borders,unspecified,Innerwick,472,acopyintheCSCarchive,1600August16,NA
329_38_f1700,17050608,17050608,"IsabelMackenzie,CountessofSeaforth",unspecified,North,1705,autograph,non-secretary,informationunavailable,informationunavailable,1252,informationunavailable,informationunavailable,MackenzieSIsabel7050608,female,unspecified,Ross,unspecified,unspecified,471,acopyintheCSCarchive,1705June8,NA
654_18_m1600,16320922,16320922,"JohnGordon,14thEarlofSutherland",RobertGordonofGordonstoun,North,1632,autograph,non-secretary,informationunavailable,informationunavailable,1538,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,159",NLSinformationunavailable,14Sutherland6320922,male,male,Sutherland,unspecified,Drummond,463,acopyintheCSCarchive,1632September22,NA
1242_137_m1650,16980419,16980419,JohnCampbellofMamore,"JohnCampbellofGlenorchy,2ndEarlofBreadalbane,hisuncle",South-West,1698,autograph,non-secretary,informationunavailable,informationunavailable,1637,informationunavailable,NRSGD170699,CampbellMJohn6980419,male,male,Argyllshire,unspecified,Inveraray,462,acopyintheCSCarchive,1698April19,NA
652_16_m1600,16420408,16420408,"WilliamDouglas,11thEarlofAngus",JohnOgilvyofInverquharity,South-East,1642,autograph,signatureandinsertion,non-autograph,secretary,1419,"previouslyeditedbySirWilliamFraserintheDouglasBook,vol.4,240",NRSGD205134,11Angus6420408,male,male,Lothian,unspecified,Edinburgh,462,acopyintheCSCarchive,1642April8,NA
1368_2_m1700,17141202,17141202,"SimonFraser,11thLordLovat","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",North,1714,autograph,non-secretary,informationunavailable,informationunavailable,1814,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,201",NLSDep313532,11LLovat7141202,male,male,Invernessshire,unspecified,unspecified,458,acopyintheCSCarchive,1714December2,NA
1162_57_m1650,16941204,16941204,"JohnHamilton,1stEarlofRuglen,3rdEarlofSelkirk","JamesHamilton,EarlofArran,later4thDukeofHamilton,hisbrother",Central,1694,autograph,non-secretary,informationunavailable,informationunavailable,1664,informationunavailable,NRSGD40616846,1Ruglen6941204,male,male,Lanarkshire,unspecified,Edinburgh,457,acopyintheCSCarchive,1694December4,NA
414_70_m1540,15440103,15450103,JamesDouglasofDrumlanrig,"MaryofLorraine,QueenDowager",South-West,1544,autograph,secretary,informationunavailable,informationunavailable,65,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,94",NRSSP22,DouglasDJames5440103,male,royal,South-West,unspecified,Drumlanrig,457,acopyintheCSCarchive,15445January3,NA
1458_92_m1700,17300821,17300821,JamesErskine,"MargaretHamilton,CountessofPanmure",South-East,1730,autograph,non-secretary,informationunavailable,informationunavailable,1802,informationunavailable,NRSGD451424339,ErskineJames7300821,male,female,Stirlingshire,unspecified,Edinburgh,456,acopyintheCSCarchive,1730August21,NA
399_55_m1540,15440514,15440514,WilliamBarclay,"JamesBarclay,archeroftheScotsGuardinFrance",Unlocalised,1544,autograph,secretary,informationunavailable,informationunavailable,49,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,63",NRSSP21,BarclayWilliam5440514,male,male,unlocalised,unspecified,Glasgow,456,acopyintheCSCarchive,1544May14,NA
74_56_f1600,16000124,16000124,"AgnesKeith,CountessofMorton","WilliamDouglas,7thEarlofMorton,herhusband",North-East,1600,autograph,italic,informationunavailable,informationunavailable,636,informationunavailable,NLSMS7828,KeithMAgnes6000124,female,male,Aberdeenshire,unspecified,Aberdour,456,acopyintheCSCarchive,1600January24,NA
1389_23_m1700,17190527,17190527,"JohnHayofCromlix,1stDukeofInverness",MonsieurGreen,Central,1719,autograph,non-secretary,informationunavailable,informationunavailable,1805,informationunavailable,NLSADVMS13.1.8,1DInverness7190527,male,male,Perthshire,unspecified,Lago,455,acopyintheCSCarchive,1719May27,NA
198_59_f1650,16570119,16570119,"JeanGordon,wifeofCaptainRobertStewartofEthayinOrkney",LodovickGordonofGordonstoun,North,1657,autograph,non-secretary,informationunavailable,informationunavailable,1147,informationunavailable,"NLSDep17567,Bundle2",GordonSEJean6570119,female,male,Moray,unspecified,unspecified,453,acopyintheCSCarchive,1657January19,NA
1375_9_m1700,17050618,17050618,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","JohnCampbell,2ndDukeofArgyll",North,1705,autograph,non-secretary,informationunavailable,informationunavailable,353,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,195",NLSDep313532,16Sutherland7050618I,male,male,Sutherland,unspecified,Dunrobin,452,acopyintheCSCarchive,1705June18,NA
104_86_f1600,16150413,16150413,"MargaretMontgomery,CountessDowagerofWinton","AlexanderMontgomery(Seton),6thEarlofEglinton",South-East,1615,autograph,signature,non-autograph,secretary,192,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,44",NRSGD35114,MontgomeryWMargaret6150413,female,male,Lothian,unspecified,Seton,449,transcribedinsitu,1615April13,NA
755_119_m1600,16180401,16180401,"DonaldMackay,1stLordReay",RobertGordonofGordonstoun,North,1618,autograph,secretary,informationunavailable,informationunavailable,1485,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.1,141",NLSDep313,1LReay6180401,male,male,Sutherland,unspecified,Edinburgh,448,acopyintheCSCarchive,1618April1,NA
1108_3_m1650,16510515,16510515,"ArchibaldDouglas,12thEarlofAngus",LordMontgomery,South-East,1651,autograph,non-secretary,informationunavailable,informationunavailable,1593,informationunavailable,NRSGD355001,12Angus6510515,male,male,Lothian,unspecified,Stirling,447,acopyintheCSCarchive,1651May15,NA
1418_52_m1700,17160204,17160204,"JohnErskine,23rd6thEarlofMar","AlexanderRobertson,17thofStrowan,Brigadier",South-East,1716,autograph,non-secretary,informationunavailable,informationunavailable,1783,informationunavailable,NLSADVMS13.1.8,23Mar7160204,male,male,Stirlingshire,unspecified,Montrose,447,acopyintheCSCarchive,1716February4,NA
1253_148_m1650,16750308,16750308,RobertCummingofAltyre,LudovickGordonofGordonstoun,North-East,1675,autograph,secretary,informationunavailable,informationunavailable,601,informationunavailable,"NLSDep17569,Bundle1",CummingARobert6750308,male,male,Aberdeenshire,unspecified,Altyre,445,acopyintheCSCarchive,1675March8,NA
363_19_m1540,15451129,15451129,"MalcolmFleming,3rdLordFleming","MaryofLorraine,QueenDowager",South-West,1545,autograph,secretary,informationunavailable,informationunavailable,73,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,112",NRSSP22,3LFleming5451129,male,royal,South-West,unspecified,Dumfries,445,transcribedinsitu,1545November29,NA
303_12_f1700,17160327,17160327,"MargaretHamilton,Countessofthe4thEarlofPanmure,LadyNairn",unspecifed,North-East,1716,informationunavailable,informationunavailable,non-autograph,copy,1225,informationunavailable,NRSGD451427614,HamiltonPMargaret7160327,female,unspecified,Angus,unspecified,Panmure,443,acopyintheCSCarchive,1716March27,NA
424_80_m1540,15470118,15470118,"AlexanderGordon,postulateofCaithness","GeorgeGordon,4thEarlofHuntly,hisbrother",North-East,1547,autograph,secretary,informationunavailable,informationunavailable,3,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,151",NRSSP22,GordonCAlexander5470118,male,male,Aberdeenshire,unspecified,Stirling,443,transcribedinsitu,1547January18,NA
398_54_m1540,15550809,15550809,HenryBalnavesofHalhill,"MaryofLorraine,QueenDowager",South-East,1555,autograph,secretary,informationunavailable,informationunavailable,48,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,270",NRSSP24,BalnavesHHenry5550809,male,royal,Fife,unspecified,Paris,442,acopyintheCSCarchive,1555August9,NA
1155_50_m1650,16870317,16870317,"PatrickHume,1stEarlofMarchmont","GrizelKer,CountessofMarchmont,hiswife",South-East,1687,autograph,non-secretary,informationunavailable,informationunavailable,1696,informationunavailable,NRSGD15810323,1Marchmont6870317,male,female,Borders,unspecified,unspecified,441,acopyintheCSCarchive,1687March17,NA
